STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,8.315890714123565,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,4.568160057067871,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1998,4.756659984588623,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,3.800620079040527,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,3.948930025100708,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,3.844680070877075,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2002,3.750370025634766,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,3.974479913711548,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,4.479080200195313,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,4.87060022354126,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,4.974259853363037,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,5.268839836120605,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,5.463550090789795,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,5.648799896240234,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,5.737410068511963,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2012,5.855100154876709,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,5.838850021362305,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,5.948480129241943,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,6.24105978012085,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,6.314040184020996,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,6.320479869842529,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,6.088510036468506,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,5.963469982147217,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,5.771500110626221,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,5.4969801902771,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1971,6.150650024414063,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1972,6.790719985961914,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1973,6.722420215606689,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1974,7.523749828338623,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1976,5.944799900054932,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1977,6.517159938812256,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1991,6.638700008392334,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1999,4.341239929199219,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,4.715859889984131,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,6.055369853973389,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2002,5.880620002746582,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2003,6.245699882507324,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2004,6.024280071258545,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2005,5.669650077819824,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2007,5.22061014175415,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2008,4.920740127563477,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,5.110400199890137,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2010,6.052619934082031,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2012,5.257269859313965,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,5.134860038757324,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,6.121970176696777,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,5.159975172324714,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,4.683829784393311,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,4.349979877471924,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,5.113767563441892,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,UIS_EDSTATS_XGDP_FSGOV,Government expenditure on education as a percentage of GDP (%),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,4.086329936981201,_Z,Not Applicable,2,Two,UIS_EDSTATS,Education Statistics,,0,Units,UIS_EDSTATS,Education Statistics,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
